"","treatment","theft","communication","subject","group","period","profit","totalprofit","e","type","group1_id","invest","sum_invest","sum_invest_sq","surplus_value","surplus_share","profit_private","profit1","coop_index","group2_id","sum_invest_g1","sum_invest_g1_sq","sum_invest_g2","surplus_loss","surplus_loss_per","assigned","points","points_assigned","profit2","points_received","points_received_loss","gender","age","gpa"
"1",1,1,1,111101,1111,1,156.25,156.25,50,1,4,50,115,13225,359.375,156.25,0,156.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.1",1,1,1,111101,1111,2,143.75,300,50,1,4,50,125,15625,359.375,143.75,0,143.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.2",1,1,1,111101,1111,3,131.25,431.25,50,1,4,50,135,18225,354.375,131.25,0,131.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.3",1,1,1,111101,1111,4,118.75,550,50,1,4,50,145,21025,344.375,118.75,0,118.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.4",1,1,1,111101,1111,5,121.25,671.25,50,1,4,50,143,20449,346.775,121.25,0,121.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.5",1,1,1,111101,1111,6,156.25,827.5,50,1,4,50,115,13225,359.375,156.25,0,156.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.6",1,1,1,111101,1111,7,100,927.5,50,1,4,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.7",1,1,1,111101,1111,8,121.25,1048.75,50,1,4,50,143,20449,346.775,121.25,0,121.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.8",1,1,1,111101,1111,9,92.5,1141.25,50,1,4,50,166,27556,307.1,92.5,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.9",1,1,1,111101,1111,10,102.5,1243.75,50,1,4,50,158,24964,323.9,102.5,0,102.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.10",1,1,1,111101,1111,11,100,1343.75,50,1,4,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.11",1,1,1,111101,1111,12,143.75,1487.5,50,1,4,50,125,15625,359.375,143.75,0,143.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.12",1,1,1,111101,1111,13,112.5,1600,50,1,4,50,150,22500,337.5,112.5,0,112.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.13",1,1,1,111101,1111,14,106.25,1706.25,50,1,4,50,155,24025,329.375,106.25,0,106.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"1.14",1,1,1,111101,1111,15,68.75,1775,50,1,4,50,185,34225,254.375,68.75,0,68.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,2.9
"2",1,1,1,111102,1111,1,60.625,60.625,50,1,3,5,115,13225,359.375,15.625,45,60.625,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.1",1,1,1,111102,1111,2,87.5,148.125,50,1,3,20,125,15625,359.375,57.5,30,87.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.2",1,1,1,111102,1111,3,74.375,222.5,50,1,3,15,135,18225,354.375,39.375,35,74.375,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.3",1,1,1,111102,1111,4,91.25,313.75,50,1,3,30,145,21025,344.375,71.25,20,91.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.4",1,1,1,111102,1111,5,89.9,403.65,50,1,3,28,143,20449,346.775,67.9,22,89.9,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.5",1,1,1,111102,1111,6,71.25,474.9,50,1,3,10,115,13225,359.375,31.25,40,71.25,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.6",1,1,1,111102,1111,7,100,574.9,50,1,3,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.7",1,1,1,111102,1111,8,118.4,693.3,50,1,3,48,143,20449,346.775,116.4,2,118.4,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.8",1,1,1,111102,1111,9,89.1,782.4,50,1,3,46,166,27556,307.1,85.1,4,89.1,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.9",1,1,1,111102,1111,10,100.4,882.8,50,1,3,48,158,24964,323.9,98.4,2,100.4,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.10",1,1,1,111102,1111,11,80,962.8,50,1,3,30,160,25600,320,60,20,80,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.11",1,1,1,111102,1111,12,96.875,1059.675,50,1,3,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.12",1,1,1,111102,1111,13,81.25,1140.925,50,1,3,25,150,22500,337.5,56.25,25,81.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.13",1,1,1,111102,1111,14,78.125,1219.05,50,1,3,25,155,24025,329.375,53.125,25,78.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"2.14",1,1,1,111102,1111,15,68.75,1287.8,50,1,3,50,185,34225,254.375,68.75,0,68.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.5
"3",1,1,1,111103,1111,1,113.75,113.75,50,1,1,30,115,13225,359.375,93.75,20,113.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.1",1,1,1,111103,1111,2,106.25,220,50,1,1,30,125,15625,359.375,86.25,20,106.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.2",1,1,1,111103,1111,3,106.875,326.875,50,1,1,35,135,18225,354.375,91.875,15,106.875,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.3",1,1,1,111103,1111,4,98.125,425,50,1,1,35,145,21025,344.375,83.125,15,98.125,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.4",1,1,1,111103,1111,5,92.75,517.75,50,1,1,30,143,20449,346.775,72.75,20,92.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.5",1,1,1,111103,1111,6,113.75,631.5,50,1,1,30,115,13225,359.375,93.75,20,113.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.6",1,1,1,111103,1111,7,85,716.5,50,1,1,35,160,25600,320,70,15,85,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.7",1,1,1,111103,1111,8,85.625,802.125,50,1,1,25,143,20449,346.775,60.625,25,85.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.8",1,1,1,111103,1111,9,75.5,877.625,50,1,1,30,166,27556,307.1,55.5,20,75.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.9",1,1,1,111103,1111,10,81.5,959.125,50,1,1,30,158,24964,323.9,61.5,20,81.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.10",1,1,1,111103,1111,11,85,1044.125,50,1,1,35,160,25600,320,70,15,85,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.11",1,1,1,111103,1111,12,59.375,1103.5,50,1,1,5,125,15625,359.375,14.375,45,59.375,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.12",1,1,1,111103,1111,13,87.5,1191,50,1,1,30,150,22500,337.5,67.5,20,87.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.13",1,1,1,111103,1111,14,95,1286,50,1,1,40,155,24025,329.375,85,10,95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"3.14",1,1,1,111103,1111,15,65,1351,50,1,1,40,185,34225,254.375,55,10,65,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.4
"4",1,1,1,111104,1111,1,113.75,113.75,50,1,2,30,115,13225,359.375,93.75,20,113.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.1",1,1,1,111104,1111,2,96.875,210.625,50,1,2,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.2",1,1,1,111104,1111,3,106.875,317.5,50,1,2,35,135,18225,354.375,91.875,15,106.875,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.3",1,1,1,111104,1111,4,91.25,408.75,50,1,2,30,145,21025,344.375,71.25,20,91.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.4",1,1,1,111104,1111,5,99.875,508.625,50,1,2,35,143,20449,346.775,84.875,15,99.875,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.5",1,1,1,111104,1111,6,103.125,611.75,50,1,2,25,115,13225,359.375,78.125,25,103.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.6",1,1,1,111104,1111,7,75,686.75,50,1,2,25,160,25600,320,50,25,75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.7",1,1,1,111104,1111,8,78.5,765.25,50,1,2,20,143,20449,346.775,48.5,30,78.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.8",1,1,1,111104,1111,9,84,849.25,50,1,2,40,166,27556,307.1,74,10,84,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.9",1,1,1,111104,1111,10,81.5,930.75,50,1,2,30,158,24964,323.9,61.5,20,81.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.10",1,1,1,111104,1111,11,95,1025.75,50,1,2,45,160,25600,320,90,5,95,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.11",1,1,1,111104,1111,12,134.375,1160.125,50,1,2,45,125,15625,359.375,129.375,5,134.375,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.12",1,1,1,111104,1111,13,106.25,1266.375,50,1,2,45,150,22500,337.5,101.25,5,106.25,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.13",1,1,1,111104,1111,14,95,1361.375,50,1,2,40,155,24025,329.375,85,10,95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"4.14",1,1,1,111104,1111,15,66.875,1428.25,50,1,2,45,185,34225,254.375,61.875,5,66.875,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",23,2.2
"5",1,1,1,111205,1112,1,85,85,50,1,4,35,160,25600,320,70,15,85,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.1",1,1,1,111205,1112,2,95,180,50,1,4,45,160,25600,320,90,5,95,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.2",1,1,1,111205,1112,3,112.4,292.4,50,1,4,48,148,21904,340.4,110.4,2,112.4,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.3",1,1,1,111205,1112,4,81.25,373.65,50,1,4,50,175,30625,284.375,81.25,0,81.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.4",1,1,1,111205,1112,5,102.5,476.15,50,1,4,35,140,19600,350,87.5,15,102.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.5",1,1,1,111205,1112,6,85.15,561.3,50,1,4,38,163,26569,313.775,73.15,12,85.15,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.6",1,1,1,111205,1112,7,83.35,644.65,50,1,4,29,154,23716,331.1,62.35,21,83.35,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.7",1,1,1,111205,1112,8,94.65,739.3,50,1,4,47,162,26244,315.9,91.65,3,94.65,0.0600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.8",1,1,1,111205,1112,9,49.9999999999999,789.3,50,1,4,50,200,40000,200,49.9999999999999,0,49.9999999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.9",1,1,1,111205,1112,10,107.5,896.8,50,1,4,20,85,7225,329.375,77.5,30,107.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.10",1,1,1,111205,1112,11,98.75,995.55,50,1,4,30,135,18225,354.375,78.75,20,98.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.11",1,1,1,111205,1112,12,94.85,1090.4,50,1,4,46,161,25921,317.975,90.85,4,94.85,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.12",1,1,1,111205,1112,13,87.5,1177.9,50,1,4,20,125,15625,359.375,57.5,30,87.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.13",1,1,1,111205,1112,14,92.9,1270.8,50,1,4,33,148,21904,340.4,75.9,17,92.9,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"5.14",1,1,1,111205,1112,15,64.85,1335.65,50,1,4,9,134,17956,355.1,23.85,41,64.85,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3
"6",1,1,1,111206,1112,1,100,100,50,1,2,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.1",1,1,1,111206,1112,2,90,190,50,1,2,40,160,25600,320,80,10,90,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.2",1,1,1,111206,1112,3,82.5,272.5,50,1,2,25,148,21904,340.4,57.5,25,82.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.3",1,1,1,111206,1112,4,81.25,353.75,50,1,2,50,175,30625,284.375,81.25,0,81.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.4",1,1,1,111206,1112,5,72.5,426.25,50,1,2,15,140,19600,350,37.5,35,72.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.5",1,1,1,111206,1112,6,96.25,522.5,50,1,2,50,163,26569,313.775,96.25,0,96.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.6",1,1,1,111206,1112,7,107.5,630,50,1,2,50,154,23716,331.1,107.5,0,107.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.7",1,1,1,111206,1112,8,97.5,727.5,50,1,2,50,162,26244,315.9,97.5,0,97.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.8",1,1,1,111206,1112,9,49.9999999999999,777.5,50,1,2,50,200,40000,200,49.9999999999999,0,49.9999999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.9",1,1,1,111206,1112,10,165,942.5,50,1,2,40,85,7225,329.375,155,10,165,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.10",1,1,1,111206,1112,11,98.75,1041.25,50,1,2,30,135,18225,354.375,78.75,20,98.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.11",1,1,1,111206,1112,12,89,1130.25,50,1,2,40,161,25921,317.975,79,10,89,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.12",1,1,1,111206,1112,13,106.25,1236.5,50,1,2,30,125,15625,359.375,86.25,20,106.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.13",1,1,1,111206,1112,14,102,1338.5,50,1,2,40,148,21904,340.4,92,10,102,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"6.14",1,1,1,111206,1112,15,132.5,1471,50,1,2,50,134,17956,355.1,132.5,0,132.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",22,3.5
"7",1,1,1,111207,1112,1,100,100,50,1,1,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.1",1,1,1,111207,1112,2,100,200,50,1,1,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.2",1,1,1,111207,1112,3,115,315,50,1,1,50,148,21904,340.4,115,0,115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.3",1,1,1,111207,1112,4,81.25,396.25,50,1,1,50,175,30625,284.375,81.25,0,81.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.4",1,1,1,111207,1112,5,110,506.25,50,1,1,40,140,19600,350,100,10,110,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.5",1,1,1,111207,1112,6,96.25,602.5,50,1,1,50,163,26569,313.775,96.25,0,96.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.6",1,1,1,111207,1112,7,107.5,710,50,1,1,50,154,23716,331.1,107.5,0,107.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.7",1,1,1,111207,1112,8,88,798,50,1,1,40,162,26244,315.9,78,10,88,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.8",1,1,1,111207,1112,9,49.9999999999999,848,50,1,1,50,200,40000,200,49.9999999999999,0,49.9999999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.9",1,1,1,111207,1112,10,50,898,50,1,1,0,85,7225,329.375,0,50,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.10",1,1,1,111207,1112,11,131.25,1029.25,50,1,1,50,135,18225,354.375,131.25,0,131.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.11",1,1,1,111207,1112,12,98.75,1128,50,1,1,50,161,25921,317.975,98.75,0,98.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.12",1,1,1,111207,1112,13,143.75,1271.75,50,1,1,50,125,15625,359.375,143.75,0,143.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.13",1,1,1,111207,1112,14,115,1386.75,50,1,1,50,148,21904,340.4,115,0,115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"7.14",1,1,1,111207,1112,15,132.5,1519.25,50,1,1,50,134,17956,355.1,132.5,0,132.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.2
"8",1,1,1,111208,1112,1,75,75,50,1,3,25,160,25600,320,50,25,75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.1",1,1,1,111208,1112,2,75,150,50,1,3,25,160,25600,320,50,25,75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.2",1,1,1,111208,1112,3,82.5,232.5,50,1,3,25,148,21904,340.4,57.5,25,82.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.3",1,1,1,111208,1112,4,65.625,298.125,50,1,3,25,175,30625,284.375,40.625,25,65.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.4",1,1,1,111208,1112,5,125,423.125,50,1,3,50,140,19600,350,125,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.5",1,1,1,111208,1112,6,73.125,496.25,50,1,3,25,163,26569,313.775,48.125,25,73.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.6",1,1,1,111208,1112,7,78.75,575,50,1,3,25,154,23716,331.1,53.75,25,78.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.7",1,1,1,111208,1112,8,73.75,648.75,50,1,3,25,162,26244,315.9,48.75,25,73.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.8",1,1,1,111208,1112,9,49.9999999999999,698.75,50,1,3,50,200,40000,200,49.9999999999999,0,49.9999999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.9",1,1,1,111208,1112,10,121.875,820.625,50,1,3,25,85,7225,329.375,96.875,25,121.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.10",1,1,1,111208,1112,11,90.625,911.25,50,1,3,25,135,18225,354.375,65.625,25,90.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.11",1,1,1,111208,1112,12,74.375,985.625,50,1,3,25,161,25921,317.975,49.375,25,74.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.12",1,1,1,111208,1112,13,96.875,1082.5,50,1,3,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.13",1,1,1,111208,1112,14,82.5,1165,50,1,3,25,148,21904,340.4,57.5,25,82.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"8.14",1,1,1,111208,1112,15,91.25,1256.25,50,1,3,25,134,17956,355.1,66.25,25,91.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.9
"9",1,1,1,111309,1113,1,96.875,96.875,50,1,3,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.1",1,1,1,111309,1113,2,68.5,165.375,50,1,3,10,126,15876,359.1,28.5,40,68.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.2",1,1,1,111309,1113,3,89,254.375,50,1,3,40,161,25921,317.975,79,10,89,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.3",1,1,1,111309,1113,4,89,343.375,50,1,3,30,148,21904,340.4,69,20,89,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.4",1,1,1,111309,1113,5,83,426.375,50,1,3,20,134,17956,355.1,53,30,83,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.5",1,1,1,111309,1113,6,92.5,518.875,50,1,3,25,132,17424,356.4,67.5,25,92.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.6",1,1,1,111309,1113,7,100.625,619.5,50,1,3,25,119,14161,359.975,75.625,25,100.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.7",1,1,1,111309,1113,8,87.5,707,50,1,3,25,140,19600,350,62.5,25,87.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.8",1,1,1,111309,1113,9,112.25,819.25,50,1,3,30,117,13689,359.775,92.25,20,112.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.9",1,1,1,111309,1113,10,92,911.25,50,1,3,30,144,20736,345.6,72,20,92,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.10",1,1,1,111309,1113,11,94.375,1005.625,50,1,3,25,129,16641,357.975,69.375,25,94.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.11",1,1,1,111309,1113,12,70.625,1076.25,50,1,3,25,167,27889,304.775,45.625,25,70.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.12",1,1,1,111309,1113,13,102.5,1178.75,50,1,3,35,140,19600,350,87.5,15,102.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.13",1,1,1,111309,1113,14,87.5,1266.25,50,1,3,30,150,22500,337.5,67.5,20,87.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"9.14",1,1,1,111309,1113,15,69.25,1335.5,50,1,3,35,178,31684,275.9,54.25,15,69.25,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.6
"10",1,1,1,111310,1113,1,96.875,96.875,50,1,2,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.1",1,1,1,111310,1113,2,105.5,202.375,50,1,2,30,126,15876,359.1,85.5,20,105.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
