"","treatment","theft","communication","subject","group","period","profit","totalprofit","e","type","group1_id","invest","sum_invest","sum_invest_sq","surplus_value","surplus_share","profit_private","profit1","coop_index","group2_id","sum_invest_g1","sum_invest_g1_sq","sum_invest_g2","surplus_loss","surplus_loss_per","assigned","points","points_assigned","profit2","points_received","points_received_loss","gender","age","gpa"
"94.4",2,2,1,221104,2211,5,68.425,265.33346875,50,1,4,49,NA,NA,359.6,67.425,1,68.425,0.98,0,124,15376,50,89.9,22.475,0,0,0,68.425,0,0,"1",19,2.8
"94.5",2,2,1,221104,2211,6,67.18375,332.51721875,50,1,4,10,NA,NA,191.9,31.18375,40,71.18375,0.2,0,38,1444,70,67.165,16.79125,4,0,4,67.18375,0,0,"1",19,2.8
"94.6",2,2,1,221104,2211,7,65.23125,397.74846875,50,1,4,48,NA,NA,347.9,65.23125,2,67.23125,0.96,0,98,9604,50,86.975,21.74375,2,0,2,65.23125,0,0,"1",19,2.8
"94.7",2,2,1,221104,2211,8,55.0625,452.81096875,50,1,4,50,NA,NA,350,59.0625,0,59.0625,1,0,100,10000,65,113.75,28.4375,4,0,4,55.0625,0,0,"1",19,2.8
"94.8",2,2,1,221104,2211,9,110.5390625,563.35003125,50,1,4,5,NA,NA,284.375,67.5390625,45,112.5390625,0.1,0,65,4225,10,14.21875,3.5546875,2,0,2,110.5390625,0,0,"1",19,2.8
"94.9",2,2,1,221104,2211,10,67.58765625,630.9376875,50,1,4,4,NA,NA,104.975,25.58765625,46,71.58765625,0.08,0,19,361,5,2.624375,0.65609375,4,0,4,67.58765625,0,0,"1",19,2.8
"94.10",2,2,1,221104,2211,11,84.47265625,715.41034375,50,1,4,15,NA,NA,219.375,53.47265625,35,88.47265625,0.3,0,45,2025,5,5.484375,1.37109375,4,0,4,84.47265625,0,0,"1",19,2.8
"94.11",2,2,1,221104,2211,12,84.99375,800.40409375,50,1,4,14,NA,NA,195.975,48.99375,36,84.99375,0.28,0,39,1521,0,0,0,0,0,0,84.99375,0,0,"1",19,2.8
"94.12",2,2,1,221104,2211,13,97.7945,898.19859375,50,1,4,12,NA,NA,244.4,60.7945,38,98.7945,0.24,0,52,2704,1,1.222,0.3055,1,0,1,97.7945,0,0,"1",19,2.8
"94.13",2,2,1,221104,2211,14,80,978.19859375,50,1,4,20,NA,NA,200,50,30,80,0.4,0,40,1600,0,0,0,0,0,0,80,0,0,"1",19,2.8
"94.14",2,2,1,221104,2211,15,78.59375,1056.79234375,50,1,4,5,NA,NA,134.375,33.59375,45,78.59375,0.1,0,25,625,0,0,0,0,0,0,78.59375,0,0,"1",19,2.8
"95",2,2,1,221404,2214,1,65.15234375,65.15234375,50,1,1,40,NA,NA,359.375,56.15234375,10,66.15234375,0.8,0,115,13225,75,134.765625,33.69140625,1,0,1,65.15234375,0,0,"2",21,3.3
"95.1",2,2,1,221404,2214,2,70.17625,135.32859375,50,1,1,25,NA,NA,343.1,47.17625,25,72.17625,0.5,0,94,8836,90,154.395,38.59875,2,0,2,70.17625,0,0,"2",21,3.3
"95.2",2,2,1,221404,2214,3,67.625,202.95359375,50,1,1,25,NA,NA,297.5,44.625,25,69.625,0.5,0,70,4900,80,119,29.75,2,0,2,67.625,0,0,"2",21,3.3
"95.3",2,2,1,221404,2214,4,85.2078125,288.16140625,50,1,1,0,NA,NA,187.775,35.2078125,50,85.2078125,0,0,37,1369,50,46.94375,11.7359375,0,0,0,85.2078125,0,0,"2",21,3.3
"95.4",2,2,1,221404,2214,5,72.1875,360.34890625,50,1,1,20,NA,NA,270,42.1875,30,72.1875,0.4,0,60,3600,75,101.25,25.3125,0,0,0,72.1875,0,0,"2",21,3.3
"95.5",2,2,1,221404,2214,6,85.7578125,446.10671875,50,1,1,25,NA,NA,329.375,61.7578125,25,86.7578125,0.5,0,85,7225,50,82.34375,20.5859375,1,0,1,85.7578125,0,0,"2",21,3.3
"95.6",2,2,1,221404,2214,7,72.4,518.50671875,50,1,1,0,NA,NA,89.6,22.4,50,72.4,0,0,16,256,0,0,0,0,0,0,72.4,0,0,"2",21,3.3
"95.7",2,2,1,221404,2214,8,86.28125,604.78796875,50,1,1,25,NA,NA,337.5,63.28125,25,88.28125,0.5,0,90,8100,50,84.375,21.09375,2,0,2,86.28125,0,0,"2",21,3.3
"95.8",2,2,1,221404,2214,9,83,687.78796875,50,1,1,25,NA,NA,320,58,25,83,0.5,0,80,6400,55,88,22,0,0,0,83,0,0,"2",21,3.3
"95.9",2,2,1,221404,2214,10,91.58125,779.36921875,50,1,1,25,NA,NA,355.1,66.58125,25,91.58125,0.5,0,106,11236,50,88.775,22.19375,0,0,0,91.58125,0,0,"2",21,3.3
"95.10",2,2,1,221404,2214,11,58.40734375,837.7765625,50,1,1,25,NA,NA,161.975,33.40734375,25,58.40734375,0.5,0,31,961,35,28.345625,7.08640625,0,0,0,58.40734375,0,0,"2",21,3.3
"95.11",2,2,1,221404,2214,12,77.975,915.7515625,50,1,1,20,NA,NA,191.9,47.975,30,77.975,0.4,0,38,1444,0,0,0,0,0,0,77.975,0,0,"2",21,3.3
"95.12",2,2,1,221404,2214,13,67.0203125,982.771875,50,1,1,15,NA,NA,170.775,32.0203125,35,67.0203125,0.3,0,33,1089,50,42.69375,10.6734375,0,0,0,67.0203125,0,0,"2",21,3.3
"95.13",2,2,1,221404,2214,14,88.5,1071.271875,50,1,1,10,NA,NA,200,49.5,40,89.5,0.2,0,40,1600,2,2,0.5,1,0,1,88.5,0,0,"2",21,3.3
"95.14",2,2,1,221404,2214,15,28.975,1100.246875,50,1,1,0,NA,NA,191.9,47.975,50,97.975,0,0,38,1444,0,0,0,69,0,69,28.975,0,0,"2",21,3.3
"96",2,2,1,221504,2215,1,99.40625,99.40625,50,1,1,0,NA,NA,329.375,49.40625,50,99.40625,0,0,85,7225,80,131.75,32.9375,0,0,0,99.40625,0,0,"2",20,3.8
"96.1",2,2,1,221504,2215,2,69.75,169.15625,50,1,1,50,NA,NA,360,69.75,0,69.75,1,0,120,14400,45,81,20.25,0,0,0,69.75,0,0,"2",20,3.8
"96.2",2,2,1,221504,2215,3,53.296875,222.453125,50,1,1,0,NA,NA,57.5,13.296875,50,63.296875,0,0,10,100,15,4.3125,1.078125,10,0,10,53.296875,0,0,"2",20,3.8
"96.3",2,2,1,221504,2215,4,67.9296875,290.3828125,50,1,1,0,NA,NA,84.375,17.9296875,50,67.9296875,0,0,15,225,30,12.65625,3.1640625,0,0,0,67.9296875,0,0,"2",20,3.8
"96.4",2,2,1,221504,2215,5,21.875,312.2578125,50,1,1,0,NA,NA,359.375,71.875,50,121.875,0,0,125,15625,40,71.875,17.96875,100,0,100,21.875,0,0,"2",20,3.8
"96.5",2,2,1,221504,2215,6,83.46875,395.7265625,50,1,1,0,NA,NA,157.5,33.46875,50,83.46875,0,0,30,900,30,23.625,5.90625,0,0,0,83.46875,0,0,"2",20,3.8
"96.6",2,2,1,221504,2215,7,76.875,472.6015625,50,1,1,0,NA,NA,134.375,26.875,50,76.875,0,0,25,625,40,26.875,6.71875,0,0,0,76.875,0,0,"2",20,3.8
"96.7",2,2,1,221504,2215,8,69.609375,542.2109375,50,1,1,50,NA,NA,337.5,69.609375,0,69.609375,1,0,150,22500,35,59.0625,14.765625,0,0,0,69.609375,0,0,"2",20,3.8
"96.8",2,2,1,221504,2215,9,98.2875,640.4984375,50,1,1,25,NA,NA,357.5,73.2875,25,98.2875,0.5,0,130,16900,36,64.35,16.0875,0,0,0,98.2875,0,0,"2",20,3.8
"96.9",2,2,1,221504,2215,10,118.75703125,759.25546875,50,1,1,0,NA,NA,329.375,68.75703125,50,118.75703125,0,0,85,7225,33,54.346875,13.58671875,0,0,0,118.75703125,0,0,"2",20,3.8
"96.10",2,2,1,221504,2215,11,113.9625,873.21796875,50,1,1,0,NA,NA,297.5,63.9625,50,113.9625,0,0,70,4900,28,41.65,10.4125,0,0,0,113.9625,0,0,"2",20,3.8
"96.11",2,2,1,221504,2215,12,105.00859375,978.2265625,50,1,1,0,NA,NA,254.375,55.00859375,50,105.00859375,0,0,55,3025,27,34.340625,8.58515625,0,0,0,105.00859375,0,0,"2",20,3.8
"96.12",2,2,1,221504,2215,13,83.390625,1061.6171875,50,1,1,0,NA,NA,157.5,38.390625,50,88.390625,0,0,30,900,5,3.9375,0.984375,5,0,5,83.390625,0,0,"2",20,3.8
"96.13",2,2,1,221504,2215,14,97.98828125,1159.60546875,50,1,1,0,NA,NA,219.375,47.98828125,50,97.98828125,0,0,45,2025,25,27.421875,6.85546875,0,0,0,97.98828125,0,0,"2",20,3.8
"96.14",2,2,1,221504,2215,15,42.155,1201.76046875,50,1,1,0,NA,NA,260.775,52.155,50,102.155,0,0,57,3249,40,52.155,13.03875,60,0,60,42.155,0,0,"2",20,3.8
"97",2,2,1,221105,2211,1,68.75,68.75,50,1,1,25,NA,NA,350,43.75,25,68.75,0.5,0,100,10000,100,175,43.75,0,0,0,68.75,0,0,"1",19,3.3
"97.1",2,2,1,221105,2211,2,74.224875,142.974875,50,1,1,28,NA,NA,351.9,53.224875,22,75.224875,0.56,0,138,19044,79,139.0005,34.750125,1,0,1,74.224875,0,0,"1",19,3.3
"97.2",2,2,1,221105,2211,3,74.74609375,217.72096875,50,1,1,15,NA,NA,254.375,39.74609375,35,74.74609375,0.3,0,55,3025,75,95.390625,23.84765625,0,0,0,74.74609375,0,0,"1",19,3.3
"97.3",2,2,1,221105,2211,4,62.1875,279.90846875,50,1,1,30,NA,NA,337.5,42.1875,20,62.1875,0.6,0,90,8100,100,168.75,42.1875,0,0,0,62.1875,0,0,"1",19,3.3
"97.4",2,2,1,221105,2211,5,91.425,371.33346875,50,1,1,25,NA,NA,359.6,67.425,25,92.425,0.5,0,124,15376,50,89.9,22.475,1,0,1,91.425,0,0,"1",19,3.3
"97.5",2,2,1,221105,2211,6,63.18375,434.51721875,50,1,1,18,NA,NA,191.9,31.18375,32,63.18375,0.36,0,38,1444,70,67.165,16.79125,0,0,0,63.18375,0,0,"1",19,3.3
"97.6",2,2,1,221105,2211,7,94.23125,528.74846875,50,1,1,20,NA,NA,347.9,65.23125,30,95.23125,0.4,0,98,9604,50,86.975,21.74375,1,0,1,94.23125,0,0,"1",19,3.3
"97.7",2,2,1,221105,2211,8,83.0625,611.81096875,50,1,1,25,NA,NA,350,59.0625,25,84.0625,0.5,0,100,10000,65,113.75,28.4375,1,0,1,83.0625,0,0,"1",19,3.3
"97.8",2,2,1,221105,2211,9,107.5390625,719.35003125,50,1,1,10,NA,NA,284.375,67.5390625,40,107.5390625,0.2,0,65,4225,10,14.21875,3.5546875,0,0,0,107.5390625,0,0,"1",19,3.3
"97.9",2,2,1,221105,2211,10,60.58765625,779.9376875,50,1,1,15,NA,NA,104.975,25.58765625,35,60.58765625,0.3,0,19,361,5,2.624375,0.65609375,0,0,0,60.58765625,0,0,"1",19,3.3
"97.10",2,2,1,221105,2211,11,83.47265625,863.41034375,50,1,1,20,NA,NA,219.375,53.47265625,30,83.47265625,0.4,0,45,2025,5,5.484375,1.37109375,0,0,0,83.47265625,0,0,"1",19,3.3
"97.11",2,2,1,221105,2211,12,83.99375,947.40409375,50,1,1,15,NA,NA,195.975,48.99375,35,83.99375,0.3,0,39,1521,0,0,0,0,0,0,83.99375,0,0,"1",19,3.3
"97.12",2,2,1,221105,2211,13,75.7945,1023.19859375,50,1,1,35,NA,NA,244.4,60.7945,15,75.7945,0.7,0,52,2704,1,1.222,0.3055,0,0,0,75.7945,0,0,"1",19,3.3
"97.13",2,2,1,221105,2211,14,90,1113.19859375,50,1,1,10,NA,NA,200,50,40,90,0.2,0,40,1600,0,0,0,0,0,0,90,0,0,"1",19,3.3
"97.14",2,2,1,221105,2211,15,73.59375,1186.79234375,50,1,1,10,NA,NA,134.375,33.59375,40,73.59375,0.2,0,25,625,0,0,0,0,0,0,73.59375,0,0,"1",19,3.3
"98",2,2,1,221405,2214,1,69.921875,69.921875,50,2,0,25,NA,NA,359.375,44.921875,25,69.921875,0.5,1,115,13225,75,134.765625,0,0,0,0,69.921875,0,0,"2",19,3.7
"98.1",2,2,1,221405,2214,2,78.62,148.541875,50,2,0,40,NA,NA,343.1,68.62,10,78.62,0.8,1,94,8836,90,154.395,0,0,0,0,78.62,0,0,"2",19,3.7
"98.2",2,2,1,221405,2214,3,61.625,210.166875,50,2,0,30,NA,NA,297.5,44.625,20,64.625,0.6,1,70,4900,80,119,0,0,0,0,61.625,1,3,"2",19,3.7
"98.3",2,2,1,221405,2214,4,43.94375,254.110625,50,2,0,50,NA,NA,187.775,46.94375,0,46.94375,1,1,37,1369,50,46.94375,0,0,0,0,43.94375,1,3,"2",19,3.7
"98.4",2,2,1,221405,2214,5,43.75,297.860625,50,2,0,25,NA,NA,270,33.75,25,58.75,0.5,1,60,3600,75,101.25,0,0,0,0,43.75,5,15,"2",19,3.7
"98.5",2,2,1,221405,2214,6,50,347.860625,50,2,0,0,NA,NA,329.375,0,50,50,0,1,85,7225,50,82.34375,0,0,0,0,50,0,0,"2",19,3.7
"98.6",2,2,1,221405,2214,7,50,397.860625,50,2,0,0,NA,NA,89.6,0,50,50,0,1,16,256,0,0,0,0,0,0,50,0,0,"2",19,3.7
"98.7",2,2,1,221405,2214,8,50,447.860625,50,2,0,0,NA,NA,337.5,0,50,50,0,1,90,8100,50,84.375,0,0,0,0,50,0,0,"2",19,3.7
"98.8",2,2,1,221405,2214,9,53,500.860625,50,2,0,5,NA,NA,320,8,45,53,0.1,1,80,6400,55,88,0,0,0,0,53,0,0,"2",19,3.7
"98.9",2,2,1,221405,2214,10,50,550.860625,50,2,0,0,NA,NA,355.1,0,50,50,0,1,106,11236,50,88.775,0,0,0,0,50,0,0,"2",19,3.7
"98.10",2,2,1,221405,2214,11,28.345625,579.20625,50,2,0,35,NA,NA,161.975,28.345625,15,43.345625,0.7,1,31,961,35,28.345625,0,0,0,0,28.345625,5,15,"2",19,3.7
"98.11",2,2,1,221405,2214,12,50,629.20625,50,2,0,0,NA,NA,191.9,0,50,50,0,1,38,1444,0,0,0,0,0,0,50,0,0,"2",19,3.7
"98.12",2,2,1,221405,2214,13,12.69375,641.9,50,2,0,50,NA,NA,170.775,42.69375,0,42.69375,1,1,33,1089,50,42.69375,0,0,0,0,12.69375,10,30,"2",19,3.7
"98.13",2,2,1,221405,2214,14,47,688.9,50,2,0,2,NA,NA,200,2,48,50,0.04,1,40,1600,2,2,0,0,0,0,47,1,3,"2",19,3.7
"98.14",2,2,1,221405,2214,15,0,688.9,50,2,0,0,NA,NA,191.9,0,50,50,0,1,38,1444,0,0,0,0,0,0,-7,19,57,"2",19,3.7
"99",2,2,1,221505,2215,1,72.40625,72.40625,50,1,4,20,NA,NA,329.375,49.40625,30,79.40625,0.4,0,85,7225,80,131.75,32.9375,7,0,7,72.40625,0,0,"2",19,2.1
"99.1",2,2,1,221505,2215,2,109.75,182.15625,50,1,4,10,NA,NA,360,69.75,40,109.75,0.2,0,120,14400,45,81,20.25,0,0,0,109.75,0,0,"2",19,2.1
"99.2",2,2,1,221505,2215,3,57.296875,239.453125,50,1,4,5,NA,NA,57.5,13.296875,45,58.296875,0.1,0,10,100,15,4.3125,1.078125,1,0,1,57.296875,0,0,"2",19,2.1
"99.3",2,2,1,221505,2215,4,66.9296875,306.3828125,50,1,4,0,NA,NA,84.375,17.9296875,50,67.9296875,0,0,15,225,30,12.65625,3.1640625,1,0,1,66.9296875,0,0,"2",19,2.1
"99.4",2,2,1,221505,2215,5,94.875,401.2578125,50,1,4,25,NA,NA,359.375,71.875,25,96.875,0.5,0,125,15625,40,71.875,17.96875,2,0,2,94.875,0,0,"2",19,2.1
"99.5",2,2,1,221505,2215,6,63.46875,464.7265625,50,1,4,20,NA,NA,157.5,33.46875,30,63.46875,0.4,0,30,900,30,23.625,5.90625,0,0,0,63.46875,0,0,"2",19,2.1
"99.6",2,2,1,221505,2215,7,70.875,535.6015625,50,1,4,5,NA,NA,134.375,26.875,45,71.875,0.1,0,25,625,40,26.875,6.71875,1,0,1,70.875,0,0,"2",19,2.1
"99.7",2,2,1,221505,2215,8,109.609375,645.2109375,50,1,4,10,NA,NA,337.5,69.609375,40,109.609375,0.2,0,150,22500,35,59.0625,14.765625,0,0,0,109.609375,0,0,"2",19,2.1
"99.8",2,2,1,221505,2215,9,76.2875,721.4984375,50,1,4,45,NA,NA,357.5,73.2875,5,78.2875,0.9,0,130,16900,36,64.35,16.0875,2,0,2,76.2875,0,0,"2",19,2.1
"99.9",2,2,1,221505,2215,10,87.75703125,809.25546875,50,1,4,30,NA,NA,329.375,68.75703125,20,88.75703125,0.6,0,85,7225,33,54.346875,13.58671875,1,0,1,87.75703125,0,0,"2",19,2.1
"99.10",2,2,1,221505,2215,11,80.9625,890.21796875,50,1,4,30,NA,NA,297.5,63.9625,20,83.9625,0.6,0,70,4900,28,41.65,10.4125,3,0,3,80.9625,0,0,"2",19,2.1
"99.11",2,2,1,221505,2215,12,90.00859375,980.2265625,50,1,4,15,NA,NA,254.375,55.00859375,35,90.00859375,0.3,0,55,3025,27,34.340625,8.58515625,0,0,0,90.00859375,0,0,"2",19,2.1
"99.12",2,2,1,221505,2215,13,72.390625,1052.6171875,50,1,4,15,NA,NA,157.5,38.390625,35,73.390625,0.3,0,30,900,5,3.9375,0.984375,1,0,1,72.390625,0,0,"2",19,2.1
"99.13",2,2,1,221505,2215,14,54.98828125,1107.60546875,50,1,4,40,NA,NA,219.375,47.98828125,10,57.98828125,0.8,0,45,2025,25,27.421875,6.85546875,3,0,3,54.98828125,0,0,"2",19,2.1
"99.14",2,2,1,221505,2215,15,66.155,1173.76046875,50,1,4,35,NA,NA,260.775,52.155,15,67.155,0.7,0,57,3249,40,52.155,13.03875,1,0,1,66.155,0,0,"2",19,2.1
"100",2,2,1,221106,2211,1,81.5,81.5,50,2,0,50,NA,NA,350,87.5,0,87.5,1,1,100,10000,100,175,0,0,0,0,81.5,2,6,"1",27,3.8
"100.1",2,2,1,221106,2211,2,60.785,142.285,50,2,0,30,NA,NA,351.9,52.785,20,72.785,0.6,1,138,19044,79,139.0005,0,0,0,0,60.785,4,12,"1",27,3.8
"100.2",2,2,1,221106,2211,3,57.59375,199.87875,50,2,0,50,NA,NA,254.375,63.59375,0,63.59375,1,1,55,3025,75,95.390625,0,0,0,0,57.59375,2,6,"1",27,3.8
"100.3",2,2,1,221106,2211,4,0.375000000000014,200.25375,50,2,0,50,NA,NA,337.5,84.375,0,84.375,1,1,90,8100,100,168.75,0,0,0,0,0.375000000000014,28,84,"1",27,3.8
"100.4",2,2,1,221106,2211,5,50,250.25375,50,2,0,0,NA,NA,359.6,0,50,50,0,1,124,15376,50,89.9,0,0,0,0,50,0,0,"1",27,3.8
"100.5",2,2,1,221106,2211,6,0,250.25375,50,2,0,50,NA,NA,191.9,47.975,0,47.975,1,1,38,1444,70,67.165,0,0,0,0,-3.025,17,51,"1",27,3.8
"100.6",2,2,1,221106,2211,7,44,294.25375,50,2,0,0,NA,NA,347.9,0,50,50,0,1,98,9604,50,86.975,0,0,0,0,44,2,6,"1",27,3.8
"100.7",2,2,1,221106,2211,8,34.25,328.50375,50,2,0,15,NA,NA,350,26.25,35,61.25,0.3,1,100,10000,65,113.75,0,0,0,0,34.25,9,27,"1",27,3.8
"100.8",2,2,1,221106,2211,9,50,378.50375,50,2,0,0,NA,NA,284.375,0,50,50,0,1,65,4225,10,14.21875,0,0,0,0,50,0,0,"1",27,3.8
"100.9",2,2,1,221106,2211,10,50,428.50375,50,2,0,0,NA,NA,104.975,0,50,50,0,1,19,361,5,2.624375,0,0,0,0,50,0,0,"1",27,3.8
"100.10",2,2,1,221106,2211,11,50,478.50375,50,2,0,0,NA,NA,219.375,0,50,50,0,1,45,2025,5,5.484375,0,0,0,0,50,0,0,"1",27,3.8
"100.11",2,2,1,221106,2211,12,50,528.50375,50,2,0,0,NA,NA,195.975,0,50,50,0,1,39,1521,0,0,0,0,0,0,50,0,0,"1",27,3.8
"100.12",2,2,1,221106,2211,13,50,578.50375,50,2,0,0,NA,NA,244.4,0,50,50,0,1,52,2704,1,1.222,0,0,0,0,50,0,0,"1",27,3.8
"100.13",2,2,1,221106,2211,14,50,628.50375,50,2,0,0,NA,NA,200,0,50,50,0,1,40,1600,0,0,0,0,0,0,50,0,0,"1",27,3.8
"100.14",2,2,1,221106,2211,15,50,678.50375,50,2,0,0,NA,NA,134.375,0,50,50,0,1,25,625,0,0,0,0,0,0,50,0,0,"1",27,3.8
"101",2,2,1,221406,2214,1,66.15234375,66.15234375,50,1,4,40,NA,NA,359.375,56.15234375,10,66.15234375,0.8,0,115,13225,75,134.765625,33.69140625,0,0,0,66.15234375,0,0,"2",18,2.9
"101.1",2,2,1,221406,2214,2,67.17625,133.32859375,50,1,4,30,NA,NA,343.1,47.17625,20,67.17625,0.6,0,94,8836,90,154.395,38.59875,0,0,0,67.17625,0,0,"2",18,2.9
"101.2",2,2,1,221406,2214,3,94.625,227.95359375,50,1,4,0,NA,NA,297.5,44.625,50,94.625,0,0,70,4900,80,119,29.75,0,0,0,94.625,0,0,"2",18,2.9
"101.3",2,2,1,221406,2214,4,85.2078125,313.16140625,50,1,4,0,NA,NA,187.775,35.2078125,50,85.2078125,0,0,37,1369,50,46.94375,11.7359375,0,0,0,85.2078125,0,0,"2",18,2.9
"101.4",2,2,1,221406,2214,5,67.1875,380.34890625,50,1,4,10,NA,NA,270,42.1875,40,82.1875,0.2,0,60,3600,75,101.25,25.3125,15,0,15,67.1875,0,0,"2",18,2.9
"101.5",2,2,1,221406,2214,6,108.7578125,489.10671875,50,1,4,0,NA,NA,329.375,61.7578125,50,111.7578125,0,0,85,7225,50,82.34375,20.5859375,3,0,3,108.7578125,0,0,"2",18,2.9
"101.6",2,2,1,221406,2214,7,72.4,561.50671875,50,1,4,0,NA,NA,89.6,22.4,50,72.4,0,0,16,256,0,0,0,0,0,0,72.4,0,0,"2",18,2.9
"101.7",2,2,1,221406,2214,8,103.28125,664.78796875,50,1,4,10,NA,NA,337.5,63.28125,40,103.28125,0.2,0,90,8100,50,84.375,21.09375,0,0,0,103.28125,0,0,"2",18,2.9
"101.8",2,2,1,221406,2214,9,95,759.78796875,50,1,4,10,NA,NA,320,58,40,98,0.2,0,80,6400,55,88,22,3,0,3,95,0,0,"2",18,2.9
"101.9",2,2,1,221406,2214,10,111.58125,871.36921875,50,1,4,0,NA,NA,355.1,66.58125,50,116.58125,0,0,106,11236,50,88.775,22.19375,5,0,5,111.58125,0,0,"2",18,2.9
"101.10",2,2,1,221406,2214,11,83.40734375,954.7765625,50,1,4,0,NA,NA,161.975,33.40734375,50,83.40734375,0,0,31,961,35,28.345625,7.08640625,0,0,0,83.40734375,0,0,"2",18,2.9
"101.11",2,2,1,221406,2214,12,92.975,1047.7515625,50,1,4,5,NA,NA,191.9,47.975,45,92.975,0.1,0,38,1444,0,0,0,0,0,0,92.975,0,0,"2",18,2.9
"101.12",2,2,1,221406,2214,13,77.0203125,1124.771875,50,1,4,5,NA,NA,170.775,32.0203125,45,77.0203125,0.1,0,33,1089,50,42.69375,10.6734375,0,0,0,77.0203125,0,0,"2",18,2.9
"101.13",2,2,1,221406,2214,14,94.5,1219.271875,50,1,4,5,NA,NA,200,49.5,45,94.5,0.1,0,40,1600,2,2,0.5,0,0,0,94.5,0,0,"2",18,2.9
"101.14",2,2,1,221406,2214,15,89.975,1309.246875,50,1,4,8,NA,NA,191.9,47.975,42,89.975,0.16,0,38,1444,0,0,0,0,0,0,89.975,0,0,"2",18,2.9
"102",2,2,1,221506,2215,1,58.34375,58.34375,50,2,0,50,NA,NA,329.375,82.34375,0,82.34375,1,1,85,7225,80,131.75,0,0,0,0,58.34375,8,24,"1",21,3.1
"102.1",2,2,1,221506,2215,2,66,124.34375,50,2,0,20,NA,NA,360,36,30,66,0.4,1,120,14400,45,81,0,0,0,0,66,0,0,"1",21,3.1
"102.2",2,2,1,221506,2215,3,50,174.34375,50,2,0,0,NA,NA,57.5,0,50,50,0,1,10,100,15,4.3125,0,0,0,0,50,0,0,"1",21,3.1
"102.3",2,2,1,221506,2215,4,32.4375,206.78125,50,2,0,20,NA,NA,84.375,8.4375,30,38.4375,0.4,1,15,225,30,12.65625,0,0,0,0,32.4375,2,6,"1",21,3.1
"102.4",2,2,1,221506,2215,5,0,206.78125,50,2,0,25,NA,NA,359.375,44.921875,25,69.921875,0.5,1,125,15625,40,71.875,0,0,0,0,-95.078125,55,165,"1",21,3.1
"102.5",2,2,1,221506,2215,6,39.75,246.53125,50,2,0,20,NA,NA,157.5,15.75,30,45.75,0.4,1,30,900,30,23.625,0,0,0,0,39.75,2,6,"1",21,3.1
"102.6",2,2,1,221506,2215,7,37.15625,283.6875,50,2,0,30,NA,NA,134.375,20.15625,20,40.15625,0.6,1,25,625,40,26.875,0,0,0,0,37.15625,1,3,"1",21,3.1
"102.7",2,2,1,221506,2215,8,62.8125,346.5,50,2,0,23,NA,NA,337.5,38.8125,27,65.8125,0.46,1,150,22500,35,59.0625,0,0,0,0,62.8125,1,3,"1",21,3.1
"102.8",2,2,1,221506,2215,9,59.1125,405.6125,50,2,0,23,NA,NA,357.5,41.1125,27,68.1125,0.46,1,130,16900,36,64.35,0,0,0,0,59.1125,3,9,"1",21,3.1
"102.9",2,2,1,221506,2215,10,63.171875,468.784375,50,2,0,25,NA,NA,329.375,41.171875,25,66.171875,0.5,1,85,7225,33,54.346875,0,0,0,0,63.171875,1,3,"1",21,3.1
"102.10",2,2,1,221506,2215,11,49.2125,517.996875,50,2,0,23,NA,NA,297.5,34.2125,27,61.2125,0.46,1,70,4900,28,41.65,0,0,0,0,49.2125,4,12,"1",21,3.1
"102.11",2,2,1,221506,2215,12,55.98125,573.978125,50,2,0,22,NA,NA,254.375,27.98125,28,55.98125,0.44,1,55,3025,27,34.340625,0,0,0,0,55.98125,0,0,"1",21,3.1
"102.12",2,2,1,221506,2215,13,50,623.978125,50,2,0,0,NA,NA,157.5,0,50,50,0,1,30,900,5,3.9375,0,0,0,0,50,0,0,"1",21,3.1
"102.13",2,2,1,221506,2215,14,40.421875,664.4,50,2,0,25,NA,NA,219.375,27.421875,25,52.421875,0.5,1,45,2025,25,27.421875,0,0,0,0,40.421875,4,12,"1",21,3.1
"102.14",2,2,1,221506,2215,15,0,664.4,50,2,0,35,NA,NA,260.775,45.635625,15,60.635625,0.7,1,57,3249,40,52.155,0,0,0,0,-122.364375,61,183,"1",21,3.1
"103",2,2,1,221207,2212,1,50,50,50,2,0,0,NA,NA,337.5,0,50,50,0,2,90,8100,50,84.375,0,0,0,0,50,0,0,"2",21,3.5
"103.1",2,2,1,221207,2212,2,44,94,50,2,0,50,NA,NA,320,80,0,80,1,2,80,6400,70,112,0,0,0,0,44,12,36,"2",21,3.5
"103.2",2,2,1,221207,2212,3,34.34375,128.34375,50,2,0,50,NA,NA,329.375,82.34375,0,82.34375,1,2,85,7225,85,139.984375,0,0,0,0,34.34375,16,48,"2",21,3.5
"103.3",2,2,1,221207,2212,4,47.34375,175.6875,50,2,0,50,NA,NA,309.375,77.34375,0,77.34375,1,2,75,5625,70,108.28125,0,0,0,0,47.34375,10,30,"2",21,3.5
"103.4",2,2,1,221207,2212,5,61.775,237.4625,50,2,0,50,NA,NA,307.1,76.775,0,76.775,1,2,74,5476,100,153.55,0,0,0,0,61.775,5,15,"2",21,3.5
"103.5",2,2,1,221207,2212,6,35.375,272.8375,50,2,0,50,NA,NA,297.5,74.375,0,74.375,1,2,70,4900,50,74.375,0,0,0,0,35.375,13,39,"2",21,3.5
